1C2-E-0001	ARTIST	michael jackson death
1C2-E-0002	ARTIST	marvin gaye influence
1C2-E-0004	ARTIST	dr dre
1C2-E-0005	ARTIST	keith sweat
1C2-E-0006	ARTIST	glen campbell
1C2-E-0007	ARTIST	whitney houston movies
1C2-E-0008	ARTIST	Lil wayne
1C2-E-0009	ARTIST	john denver
1C2-E-0010	ARTIST	rodney atkins
1C2-E-0017	ARTIST	joe arroyo
1C2-E-0022	ACTOR	selena gomez
1C2-E-0025	ACTOR	marlon brando acting style
1C2-E-0026	ACTOR	jennifer gardner alias
1C2-E-0032	ACTOR	winston churchill biography
1C2-E-0033	ACTOR	ray charles movie
1C2-E-0034	ACTOR	russell crowe movies
1C2-E-0035	ACTOR	actor the artist
1C2-E-0036	ACTOR	charlize theron
1C2-E-0037	ACTOR	keanu reeves family
1C2-E-0038	ACTOR	james cameroon biggest movies
1C2-E-0042	POLITICIAN	robert kennedy cuba
1C2-E-0045	POLITICIAN	mayor bloomberg
1C2-E-0046	POLITICIAN	19th president us
1C2-E-0047	POLITICIAN	tom corbett
1C2-E-0048	POLITICIAN	nancy pelosi
1C2-E-0049	POLITICIAN	ron paul tea party
1C2-E-0050	POLITICIAN	mitt romney governor ma
1C2-E-0056	POLITICIAN	kofi annan syria
1C2-E-0058	POLITICIAN	JFK conspiracy theory
1C2-E-0061	POLITICIAN	hilary clinton first lady
1C2-E-0062	ATHLETE	tim tebow
1C2-E-0063	ATHLETE	tom brady records
1C2-E-0065	ATHLETE	aaron rodgers belt celebration
1C2-E-0070	ATHLETE	ichiro suzuki
1C2-E-0071	ATHLETE	fabio cannavaro captain
1C2-E-0073	ATHLETE	cristiano ronaldo euro
1C2-E-0075	ATHLETE	lakers coach
1C2-E-0078	ATHLETE	tony parker
1C2-E-0080	ATHLETE	mario balotelli
1C2-E-0082	ATHLETE	Formula 1 best drivers
1C2-E-0087	FACILITY	ut dallas
1C2-E-0088	FACILITY	disneyland
1C2-E-0091	FACILITY	penn station
1C2-E-0092	FACILITY	hawaii pacific university
1C2-E-0093	FACILITY	atlanta airport
1C2-E-0094	FACILITY	cheap hotel manhattan july 4
1C2-E-0095	FACILITY	american airlines arena
1C2-E-0096	FACILITY	TD garden
1C2-E-0097	FACILITY	fedex hub TN
1C2-E-0098	FACILITY	french landmarks
1C2-E-0099	FACILITY	wimbledon arena
1C2-E-0100	FACILITY	wtc twin towers
1C2-E-0103	FACILITY	minnesota bridge collapse
1C2-E-0105	FACILITY	home depot lowes hiring
1C2-E-0112	FACILITY	boston duck tour
1C2-E-0115	GEO	theaters texarkana
1C2-E-0119	GEO	apple boylston
1C2-E-0121	GEO	sears illinois
1C2-E-0125	GEO	starbucks san francisco
1C2-E-0126	GEO	bombay christian churches
1C2-E-0127	GEO	Japan earthquake location
1C2-E-0130	GEO	hiphop clubs barcelona
1C2-E-0131	GEO	best summer camping places in US
1C2-E-0132	GEO	ski resorts new england
1C2-E-0133	GEO	salsa clubs cali colombia
1C2-E-0134	GEO	concrete delivery nashua NH
1C2-E-0135	GEO	cheap home contractors miami
1C2-E-0136	GEO	domino pizza NYC
1C2-E-0137	GEO	best art colleges connecticut
1C2-E-0140	GEO	oregon beaches
1C2-E-0143	DEFINITION	ewok
1C2-E-0144	DEFINITION	geothermal energy
1C2-E-0145	DEFINITION	compound interest
1C2-E-0146	DEFINITION	thanksgiving canada
1C2-E-0148	DEFINITION	quinoa
1C2-E-0149	DEFINITION	sonotubes
1C2-E-0150	DEFINITION	cubic yard
1C2-E-0156	DEFINITION	enlightenment
1C2-E-0160	DEFINITION	batman
1C2-E-0166	DEFINITION	rebar
1C2-E-0167	DEFINITION	big dig
1C2-E-0169	DEFINITION	sparse matrix
1C2-E-0170	DEFINITION	credit score
1C2-E-0171	DEFINITION	ip address
1C2-E-0173	DEFINITION	electronic ink
1C2-E-0178	QA	why is the sky blue
1C2-E-0180	QA	why do cats purr
1C2-E-0181	QA	why does turkey make you sleepy
1C2-E-0182	QA	why do we yawn
1C2-E-0183	QA	why do flags fly at half mast
1C2-E-0184	QA	why is the ocean salty
1C2-E-0185	QA	where did bloody mary get its name
1C2-E-0186	QA	how does an anteater eat
1C2-E-0187	QA	why are leaves green
1C2-E-0188	QA	what is the difference between weather and climate
1C2-E-0189	QA	why is apple developing maps
1C2-E-0190	QA	what causes sea tide
1C2-E-0191	QA	difference between fission and fusion
1C2-E-0202	QA	why UK does not adopt euro
1C2-E-0203	QA	how is trash processed
